#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,Food origin,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types,Outbreak
"Salmonella enterica","FSIS1609570","""FSIS1609570"",""SRS1938675""","Enteritidis","PDT000181324.2","2017-01-25T19:30:53Z","USA:OK","raw intact chicken","environmental/other","USA:OK","PDS000030237.1646",1,1,"SAMN06256107","GCA_009062085.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1609567","""FSIS1609567"",""SRS1938686""","Enteritidis","PDT000181325.2","2017-01-25T19:30:53Z","USA:AR","raw intact chicken","environmental/other","USA:AR","PDS000032668.1668",3,4,"SAMN06256104","GCA_009047385.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1609568","""FSIS1609568"",""SRS1939341""","Enteritidis","PDT000181330.2","2017-01-25T21:34:30Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000030237.1646",0,0,"SAMN06256105","GCA_009047465.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1609602","""FSIS1609602"",""SRS1939923""","Enteritidis","PDT000181386.2","2017-01-25T22:30:04Z","USA:OK","raw intact chicken","environmental/other","USA:OK","PDS000032668.1668",2,3,"SAMN06256075","GCA_009047545.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1609756","""FSIS1609756"",""SRS1941350""","Enteritidis","PDT000181420.2","2017-01-26T17:33:18Z","USA:MA","comminuted chicken","environmental/other","USA:MA","PDS000083226.1089",2,1,"SAMN06271643","GCA_009046725.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN059180","""CFSAN059180"",""SRS1942016""","Enteritidis","PDT000181434.2","2017-01-26T19:29:49Z","USA:GA","chicken meat","environmental/other",,"PDS000030237.1646",0,1,"SAMN06213762","GCA_009047785.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN059179","""CFSAN059179"",""SRS1942041""","Enteritidis","PDT000181444.2","2017-01-26T19:29:50Z","USA:GA","chicken meat","environmental/other",,"PDS000030237.1646",1,2,"SAMN06213763","GCA_009068465.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN059153","""CFSAN059153"",""SRS1944322""","Enteritidis","PDT000181515.2","2017-01-27T16:31:29Z","USA:GA","chicken meat","environmental/other",,"PDS000030237.1646",1,4,"SAMN06213789","GCA_016370445.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN059154","""CFSAN059154"",""SRS1944323""","Enteritidis","PDT000181516.2","2017-01-27T16:31:29Z","USA:GA","chicken meat","environmental/other",,"PDS000030237.1646",3,6,"SAMN06213788","GCA_009047845.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN059152","""CFSAN059152"",""SRS1944326""","Enteritidis","PDT000181517.2","2017-01-27T16:31:29Z","USA:GA","chicken meat","environmental/other",,"PDS000030237.1646",2,2,"SAMN06213790","GCA_016370465.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710132","""FSIS1710132"",""SRS1952456""","Enteritidis","PDT000184318.2","2017-02-01T16:32:15Z","USA:NJ","raw intact chicken","environmental/other","USA:NJ","PDS000030237.1646",1,1,"SAMN06286008","GCA_009125145.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1609425","""FSIS1609425"",""SRS1952478""","Enteritidis","PDT000184334.2","2017-02-01T16:32:17Z","USA:NJ","raw intact chicken","environmental/other","USA:NJ",,,,"SAMN06286019","GCA_009124945.1","aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1609346","""FSIS1609346"",""SRS1952537""","Enteritidis","PDT000184382.2","2017-02-01T17:31:47Z","USA:TN","chicken carcass","environmental/other","USA:TN","PDS000083226.1089",4,3,"SAMN06286017","GCA_009041325.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1709995","""FSIS1709995"",""SRS1953453""","Enteritidis","PDT000184537.2","2017-02-02T05:09:44Z","USA:AL","comminuted chicken","environmental/other","USA:AL","PDS000030237.1646",3,6,"SAMN06289212","GCA_009124345.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1709996","""FSIS1709996"",""SRS1953460""","Enteritidis","PDT000184544.2","2017-02-02T05:09:47Z","USA:SC","raw intact chicken","environmental/other","USA:SC","PDS000030237.1646",3,4,"SAMN06289213","GCA_009042405.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1709868","""FSIS1709868"",""SRS1953461""","Enteritidis","PDT000184545.2","2017-02-02T05:09:48Z","USA:AR","chicken carcass","environmental/other","USA:AR","PDS000030237.1646",4,3,"SAMN06289204","GCA_009042365.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1709867","""FSIS1709867"",""SRS1953472""","Enteritidis","PDT000184556.2","2017-02-02T05:09:52Z","USA:SC","raw intact chicken","environmental/other","USA:SC","PDS000030237.1646",3,1,"SAMN06289203","GCA_009041625.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1709875","""FSIS1709875"",""SRS1954013""","Enteritidis","PDT000184593.2","2017-02-02T17:32:29Z","USA:TN","raw intact chicken","environmental/other","USA:TN","PDS000083226.1089",4,1,"SAMN06289247","GCA_009041405.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1709873","""FSIS1709873"",""SRS1954018""","Enteritidis","PDT000184597.2","2017-02-02T17:32:30Z","USA:CA","raw intact chicken","environmental/other","USA:CA","PDS000030237.1646",0,0,"SAMN06289245","GCA_009125185.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710063","""FSIS1710063"",""SRS1954019""","Enteritidis","PDT000184598.2","2017-02-02T17:32:30Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",0,0,"SAMN06289227","GCA_009042485.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710062","""FSIS1710062"",""SRS1954033""","Enteritidis","PDT000184602.2","2017-02-02T17:32:31Z","USA:LA","raw intact chicken","environmental/other","USA:LA","PDS000030237.1646",9,7,"SAMN06289226","GCA_009125005.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710315","""FSIS1710315"",""SRS1957646""","Enteritidis","PDT000184911.2","2017-02-03T23:32:18Z","USA:GA","comminuted chicken","environmental/other","USA:GA","PDS000065765.262",0,6,"SAMN06295710","GCA_009072265.1","aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710317","""FSIS1710317"",""SRS1957656""","Enteritidis","PDT000184917.2","2017-02-03T23:32:19Z","USA:SC","chicken carcass","environmental/other","USA:SC","PDS000030237.1646",4,3,"SAMN06295712","GCA_009088105.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1709882","""FSIS1709882"",""SRS1957918""","Enteritidis","PDT000184928.2","2017-02-04T23:32:32Z","USA:IN","chicken carcass","environmental/other","USA:IN","PDS000030237.1646",16,18,"SAMN06291485","GCA_009088265.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710161","""FSIS1710161"",""SRS1957927""","Enteritidis","PDT000184934.2","2017-02-04T23:32:34Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000065765.262",4,5,"SAMN06291466","GCA_009078715.1","aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1709887","""FSIS1709887"",""SRS1957928""","Enteritidis","PDT000184935.2","2017-02-04T23:32:34Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000032668.1668",1,3,"SAMN06291490","GCA_009079505.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1709923","""FSIS1709923"",""SRS1957929""","Enteritidis","PDT000184936.2","2017-02-04T23:32:34Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",0,0,"SAMN06291493","GCA_009079525.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710140","""FSIS1710140"",""SRS1957932""","Enteritidis","PDT000184939.2","2017-02-04T23:32:35Z","USA:CA","comminuted beef","environmental/other","USA:CA","PDS000030237.1646",3,1,"SAMN06291477","GCA_009078755.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710162","""FSIS1710162"",""SRS1957955""","Enteritidis","PDT000184962.2","2017-02-04T23:32:41Z","USA:WA","comminuted chicken","environmental/other","USA:WA","PDS000030237.1646",3,1,"SAMN06291467","GCA_009079625.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1709884","""FSIS1709884"",""SRS1957959""","Enteritidis","PDT000184966.2","2017-02-04T23:32:42Z","USA:FL","raw intact chicken","environmental/other","USA:FL","PDS000065765.262",4,4,"SAMN06291487","GCA_009078775.1","aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710164","""FSIS1710164"",""SRS1957966""","Enteritidis","PDT000184973.2","2017-02-04T23:32:43Z","USA:MI","chicken carcass","environmental/other","USA:MI","PDS000030237.1646",0,0,"SAMN06291469","GCA_009078735.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710163","""FSIS1710163"",""SRS1957969""","Enteritidis","PDT000184976.2","2017-02-04T23:32:44Z","USA:SC","raw intact chicken","environmental/other","USA:SC","PDS000030237.1646",2,1,"SAMN06291468","GCA_009078875.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710311","""FSIS1710311"",""SRS1961698""","Enteritidis","PDT000185722.2","2017-02-07T18:41:00Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000246039.3",4,2,"SAMN06307784","GCA_009108205.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710306","""FSIS1710306"",""SRS1961701""","Enteritidis","PDT000185726.2","2017-02-07T18:41:01Z","USA:WI","comminuted chicken","environmental/other","USA:WI","PDS000030237.1646",5,2,"SAMN06307779","GCA_009079545.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710004","""FSIS1710004"",""SRS1961709""","Enteritidis","PDT000185730.2","2017-02-07T18:41:02Z","USA:AR","comminuted chicken","environmental/other","USA:AR","PDS000083226.1089",5,0,"SAMN06307789","GCA_009069635.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710304","""FSIS1710304"",""SRS1961717""","Enteritidis","PDT000185736.2","2017-02-07T18:41:04Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000030237.1646",3,2,"SAMN06307777","GCA_009069825.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710381","""FSIS1710381"",""SRS1974216""","Enteritidis","PDT000187598.2","2017-02-14T17:40:44Z","USA:NE","comminuted chicken","environmental/other","USA:NE","PDS000030237.1646",12,6,"SAMN06328246","GCA_009122325.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710379","""FSIS1710379"",""SRS1974278""","Enteritidis","PDT000187608.2","2017-02-14T17:40:46Z","USA:MS","comminuted chicken","environmental/other","USA:MS","PDS000030237.1646",6,1,"SAMN06328244","GCA_009122165.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710188","""FSIS1710188"",""SRS1974303""","Enteritidis","PDT000187625.2","2017-02-14T17:40:48Z","USA:AL","chicken carcass","environmental/other","USA:AL","PDS000030237.1646",1,2,"SAMN06328373","GCA_009122365.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710187","""FSIS1710187"",""SRS1974716""","Enteritidis","PDT000187709.2","2017-02-14T17:41:03Z","USA:AL","chicken carcass","environmental/other","USA:AL","PDS000083226.1089",3,1,"SAMN06328372","GCA_009122605.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710248","""FSIS1710248"",""SRS1974717""","Enteritidis","PDT000187710.2","2017-02-14T17:41:03Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000083226.1089",3,2,"SAMN06328344","GCA_009121505.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710251","""FSIS1710251"",""SRS1975382""","Enteritidis","PDT000187727.2","2017-02-14T17:41:05Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000030237.1646",6,5,"SAMN06328347",,"mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710298","""FSIS1710298"",""SRS1991238""","Enteritidis","PDT000188402.2","2017-02-18T17:37:53Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000032668.1668",13,0,"SAMN06346594","GCA_009123665.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710262","""FSIS1710262"",""SRS1995167""","Enteritidis","PDT000189010.2","2017-02-21T22:43:52Z","USA:IL","raw intact chicken","environmental/other","USA:IL","PDS000030237.1646",8,7,"SAMN06352042","GCA_009123945.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710265","""FSIS1710265"",""SRS1995168""","Enteritidis","PDT000189011.2","2017-02-21T22:43:52Z","USA:GA","comminuted chicken","environmental/other","USA:GA","PDS000065765.262",0,6,"SAMN06352045","GCA_009123925.1","aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710407","""FSIS1710407"",""SRS1995173""","Enteritidis","PDT000189016.2","2017-02-21T22:43:53Z","USA:NC","raw intact chicken","environmental/other","USA:NC","PDS000030237.1646",0,0,"SAMN06352054","GCA_009124005.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710264","""FSIS1710264"",""SRS1995174""","Enteritidis","PDT000189017.2","2017-02-21T22:43:53Z","USA:AR","comminuted chicken","environmental/other","USA:AR","PDS000083226.1089",4,1,"SAMN06352044","GCA_009124065.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710259","""FSIS1710259"",""SRS1995178""","Enteritidis","PDT000189020.2","2017-02-21T22:43:54Z","USA:MI","chicken carcass","environmental/other","USA:MI","PDS000032669.436",1,2,"SAMN06352039","GCA_009130265.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710435","""FSIS1710435"",""SRS1996021""","Enteritidis","PDT000189067.2","2017-02-22T17:40:44Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000030237.1646",2,3,"SAMN06368806","GCA_009130045.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710518","""FSIS1710518"",""SRS2006475""","Enteritidis","PDT000190699.2","2017-03-01T15:20:43Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000246039.3",4,2,"SAMN06459933","GCA_009131785.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710442","""FSIS1710442"",""SRS2006479""","Enteritidis","PDT000190702.2","2017-03-01T15:20:43Z","USA:GA","chicken carcass","environmental/other","USA:GA","PDS000032668.1668",13,4,"SAMN06459935","GCA_009131845.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710517","""FSIS1710517"",""SRS2006490""","Enteritidis","PDT000190712.2","2017-03-01T15:20:45Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000030237.1646",1,1,"SAMN06459932","GCA_009131885.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710563","""FSIS1710563"",""SRS2006493""","Enteritidis","PDT000190715.2","2017-03-01T15:20:46Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",3,1,"SAMN06459947","GCA_009132005.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710589","""FSIS1710589"",""SRS2022264""","Enteritidis","PDT000190921.2","2017-03-03T19:41:56Z","USA:WA","raw intact chicken","environmental/other",,"PDS000030237.1646",0,2,"SAMN06473410","GCA_009130565.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710642","""FSIS1710642"",""SRS2037048""","Enteritidis","PDT000191635.2","2017-03-08T23:36:07Z","USA:MO","raw intact chicken","environmental/other","USA:MO","PDS000032668.1668",1,1,"SAMN06553734","GCA_009162365.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710639","""FSIS1710639"",""SRS2037051""","Enteritidis","PDT000191638.2","2017-03-08T23:36:08Z","USA:FL","chicken carcass","environmental/other","USA:FL","PDS000030237.1646",2,1,"SAMN06553731","GCA_009162325.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710643","""FSIS1710643"",""SRS2037053""","Enteritidis","PDT000191640.2","2017-03-08T23:36:08Z","USA:SC","raw intact chicken","environmental/other","USA:SC","PDS000083226.1089",2,1,"SAMN06553735","GCA_009162265.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710804","""FSIS1710804"",""SRS2044914""","Enteritidis","PDT000192826.2","2017-03-14T09:41:34Z","USA:NC","raw intact chicken","environmental/other","USA:NC","PDS000030237.1646",6,4,"SAMN06564438","GCA_009162005.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710806","""FSIS1710806"",""SRS2044935""","Enteritidis","PDT000192833.2","2017-03-14T09:41:36Z","USA:WI","comminuted chicken","environmental/other","USA:WI","PDS000030237.1646",4,2,"SAMN06564440","GCA_009162665.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710581","""FSIS1710581"",""SRS2049110""","Enteritidis","PDT000193173.2","2017-03-15T16:39:45Z","USA:LA","comminuted chicken","environmental/other","USA:LA","PDS000030237.1646",6,1,"SAMN06602757","GCA_009163125.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710784","""FSIS1710784"",""SRS2049544""","Enteritidis","PDT000193185.2","2017-03-15T17:39:47Z","USA:IL","raw intact chicken","environmental/other","USA:IL","PDS000030237.1646",1,1,"SAMN06602848","GCA_009161485.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710403","""FSIS1710403"",""SRS2050286""","Enteritidis","PDT000193370.2","2017-03-15T21:41:02Z","USA:IN","chicken carcass","environmental/other","USA:IN","PDS000083226.1089",0,0,"SAMN06602777","GCA_009161765.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710629","""FSIS1710629"",""SRS2049470""","Enteritidis","PDT000193482.2","2017-03-16T09:40:00Z","USA:TX","comminuted chicken","environmental/other","USA:TX","PDS000083226.1089",3,4,"SAMN06602875","GCA_009163805.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710634","""FSIS1710634"",""SRS2051023""","Enteritidis","PDT000193488.2","2017-03-16T09:40:01Z","USA:TX","comminuted chicken","environmental/other","USA:TX","PDS000083226.1089",4,4,"SAMN06602880","GCA_009163065.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710573","""FSIS1710573"",""SRS2049421""","Enteritidis","PDT000193499.2","2017-03-16T15:39:27Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000246039.3",13,3,"SAMN06602725","GCA_009161955.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710571","""FSIS1710571"",""SRS2051526""","Enteritidis","PDT000193522.2","2017-03-16T16:39:29Z","USA:VA","raw intact chicken","environmental/other","USA:VA","PDS000083226.1089",12,2,"SAMN06602723","GCA_009162125.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710777","""FSIS1710777"",""SRS2052736""","Enteritidis","PDT000193650.2","2017-03-16T23:39:37Z","USA:SC","chicken carcass","environmental/other","USA:SC","PDS000083226.1089",1,2,"SAMN06602841","GCA_009162225.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710786","""FSIS1710786"",""SRS2052738""","Enteritidis","PDT000193652.2","2017-03-16T23:39:37Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000030237.1646",8,12,"SAMN06602850","GCA_009162185.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710803","""FSIS1710803"",""SRS2049092""","Enteritidis","PDT000193655.2","2017-03-17T16:39:03Z","USA:IA","raw intact chicken","environmental/other","USA:IA","PDS000032668.1668",0,0,"SAMN06602874","GCA_009162485.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710795","""FSIS1710795"",""SRS2049111""","Enteritidis","PDT000193656.2","2017-03-17T16:39:03Z","USA:IL","chicken carcass","environmental/other","USA:IL","PDS000030237.1646",0,0,"SAMN06602868","GCA_009162745.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710800","""FSIS1710800"",""SRS2053554""","Enteritidis","PDT000193664.2","2017-03-17T16:39:05Z","USA:MS","comminuted chicken","environmental/other","USA:MS","PDS000030237.1646",2,2,"SAMN06602871","GCA_009162805.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710630","""FSIS1710630"",""SRS2053559""","Enteritidis","PDT000193666.2","2017-03-17T16:39:05Z","USA:WA","raw intact chicken","environmental/other",,"PDS000030237.1646",0,2,"SAMN06602876","GCA_009163305.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710932","""FSIS1710932"",""SRS2062708""","Enteritidis","PDT000195792.2","2017-03-21T22:35:53Z","USA:AR","comminuted chicken","environmental/other","USA:AR","PDS000032668.1668",2,3,"SAMN06624530","GCA_009165165.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710930","""FSIS1710930"",""SRS2062741""","Enteritidis","PDT000195802.2","2017-03-21T22:35:55Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",6,20,"SAMN06624548","GCA_009166985.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710961","""FSIS1710961"",""SRS2062758""","Enteritidis","PDT000195818.2","2017-03-21T23:36:16Z","USA:NY","raw intact chicken","environmental/other",,"PDS000032668.1668",8,5,"SAMN06624570","GCA_009167225.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1710955","""FSIS1710955"",""SRS2062759""","Enteritidis","PDT000195819.2","2017-03-21T23:36:16Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000083226.1089",1,0,"SAMN06624564","GCA_009167365.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
